"NúmeroCaso","Ano","Data","Hora_UTC","Período","lat_d","lon_d","Estado_Costeiro","Resumo","iso_alpha","iso_num","Navio","Tipo_Navio","Bandeira","Estado do Navio","Distância_Costa(MN)","ÁREA_NAVEGAÇÃO","Classificação_Ataque","N_Criminosos","Armamento","Hijack","Sequestro","N_Sequestrados","Rapto","N_Raptados","Feridos","N_Feridos","Mortos","N_Mortos","MedidasProteção","Alarme","Ajuda_Autoridades","Equipa_Segurança","CIDADELA","Manobra_Evasiva","ValoresRoubados_Navio","Carga_Roubada","OBS","","","","","","","","","","",""
"#VALUE!","2012","12/23/2012","0:30","Noturno ","5.22","-3.9833333333333","Costa do Marfim","Robbers armed with machine guns and knives boarded an anchored tanker and took the crew hostage. They forced the C/Engr and Master to start the engines however as the engines had been disengaged by the crew the tanker could not sail. The robbers threatened and hit the crew and then locked the crew in the engine room while they ransacked the crew cabins. Prior to escaping  the robbers damaged some communication equipment and stole ships stores.","CIV","384","Madonna !","Chemical Tanker","Panamá","Fundeado","2","Mar Territorial","ROUBO","6","Machine Gun/ Knives","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2013","1/16/2013","22:00","Noturno ","5.35","4.0333333333333","Costa do Marfim","Pirates boarded and hijacked the tanker and sailed to an UNKnown location. They stole the cargo. The 16 crew members and tanker were released unharmed on the 22.01.2013. The vessel proceeded to Lagos port","CIV","384","Itri","Tanker","Panamá","Navegar","58","Águas Internacionais","HIJACK/ROUBO","8","UNK","1","1","16","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"#VALUE!","2013","2/3/2013","7:00","Diurno","4.123","-3.907","Costa do Marfim","Twelve heavily armed pirates with guns boarded and hijacked the tanker underway. They sailed the tanker to Nigeria and stole the oil cargo and crew / vessels valuables. On 05.02.2013 the tanker and her 17 crew members were released. Two crew members were injured. The tanker proceeded to a safe port.","CIV","384","Gascogne","Tanker","Luxemburgo","Navegar","70","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","1","17","1","2","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"#VALUE!","2013","3/24/2013","3:00","Noturno ","5.3666666666667","-4.0333333333333","Costa do Marfim","Shore security guard on board a berthed general cargo ship noticed two robbers on the aft mooring stations. He immediately informed the duty officer who alerted the Master and other crew members. On seeing the alerted crew the robbers jumped overboard and escaped in their small boat. Port control was informed who later informed the Master that the robbers were detained and stolen items recovered.","CIV","384","Ocean Charger","Cargo Ship","EUA","Atracado","-","Área Portuária","NCONSEGUIDO","2","UNK","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","","","","","","","","","","","",""
"#VALUE!","2013","7/31/2013","23:00","Noturno ","5.2166666666667","-4.052","Costa do Marfim","Robbers boarded a bulk carrier at anchor using a long pole with a hook. The crew spotted them and raised alarm. On hearing this robbers escaped on a wooden boat. All crew safe and nothing stolen","CIV","384","ATHOS","Bulk Carrier","Ilhas Caimão","Fundeado","2","Mar Territorial","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"#VALUE!","2014","8/27/2014","21:15","Noturno ","4.57","-3.5033333333333","Costa do Marfim","Twelve armed pirates with guns boarded the drifting tanker and hijacked the ship. Master was ordered to navigate towards the coast but due to missing navigation equipment could not. The pirates stole ship’s and crew's cash as well as their personal effects and escaped. No injuries to crew. Before leaving the tanker, the pirates destroyed the tanker’s navigation equipment and stole ship's property. Crew and tanker are safe","CIV","384","SP BOSTON","Tanker","IlhasMarshall","Navegar","45","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2014","10/11/2014","15:35","Diurno","4.6733333333333","-6.306","Costa do Marfim","Armed robbers attacked the passenger boat transiting between Ogbia and Okpoama-Brass. The passengers were robbed of their cash and valuables and two women and children were kidnapped. The hostages were released the following day. No shots were fired. All passengers safe.","CIV","384","UNK","Passenger Ship","Nigéria","Navegar","12","Mar Territorial","ROUBO","6","UNK","0","1","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","As mulheres e as crianças sequestradas foram libertadas no dia seguinte","","","","","","","","","","",""
"#VALUE!","2017","12/4/2017","3:00","Noturno","5.2208333333333","-3.9981666666667","Costa do Marfim","Following the change of watch officers at about
0500hrs (local time) on 4 Dec 17, the CSO
reported the discovery of missing ropes. The CSO
suspected that while the ship was at berth in the
middle of river (Baie Du Bango), an UNKnown
number of perpetrators climbed over the lower
freeboard of the ship and stole two mooring ropes.
The crew was not injured and the ship not
damaged.","CIV","384","NAME WHITHHELD","Tug","Singapura","Fundeado","1.5","Mar Territorial","ROUBO","UNK","UNK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2018","7/22/2018","0:05","Noturno","5.1908333333333","-4.0711666666667","Costa do Marfim","Three robbers in a small boat approached and
boarded the anchored tanker. Duty watchman
noticed the robbers near the port quarter and
raised the alarm resulting in the robbers escaping
with three mooring ropes. Incident reported to local
Authorities.","CIV","384","BW TIGER","Bulk Carrier","Singapura","Fundeado","3","Mar Territorial","ROUBO","3","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","","","","","","","","","","","",""
"#VALUE!","2019","1/19/2019","22:40","Noturno","5.2066666666667","-4.0466666666667","Costa do Marfim","Two robbers armed with long knives boarded an
anchored tanker. Duty OS on routine rounds
noticed a ladder hooked to the ship’s rail and two
robbers near the poop deck winch. OOW notified
and alarm raised. Master directed the searchlight
towards the poop deck resulting in the robbers
escaping with stolen ship’s stores.","CIV","384","NORD VALOROUS","Product Tanker","Libéria","Fundeado","3","Mar Territorial","ROUBO","2","Long Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2020","3/7/2020","1:50","Noturno","5.2666666666667","-4.0366666666667","Costa do Marfim","A robber in a canoe approached and boarded an
anchored vessel. The alert crew noticed the
presence of the robber and raised the alarm. All
crew mustered and a security search was carried
out throughout the vessel. Port Control informed
and a security boat was sent to the location. It was
reported that a mobile phone was stolen from the
vessel.","CIV","384","INGRID K","Supply Ship","IlhasMarshall","Fundeado","0.2","Área Portuária","ROUBO","1","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2020","12/8/2020","3:00","Noturno","5.3316666666667","-4.03","Costa do Marfim","While at anchor, an UNKnown number of
perpetrators boarded unseen from port quarter
and stole a mooring line and a dockyard wilden
pump. The perpetrators escaped in a small skiff
dragging the mooring line. The crew was not
injured","CIV","384","NAME WITHHELD","Tug","Singapura","Fundeado","0.3","Área Portuária","ROUBO","","UNK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2017","06/05/2017","0:30","Noturno ","5.1813333333333","-4.0786666666667","Costa do Marfim","A suspicious boat was approaching from the aft of
the ship. Duty officer alerted to duty men on deck.
As the boat came alongside on port quarter, all
crew were alerted, the whistle/ alarm was
sounded, started fire pump for water jets on ship
sides. The boat circled the ship closely then
moved away. Incident informed to Abidjan port
control on VHF Ch.12 . Seven persons spotted in
that boat.","CIV","384","MOL DEDICATION","Container","IlhasMarshall","Fundeado","4","Mar Territorial","NCONSEGUIDO","UNK","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"#VALUE!","2013","7/14/2013","22:46","Noturno ","-0.48333333333333","8.85","Gabão","Around 20 armed robbers in a speedboat approached and boarded a landing craft underway. They stole crew personal belongings and escaped. The approximately 20¸ Nigerians pirates realized that they attacked the wrong boat. One of the pirates had even verbally said to the Captain of the vessel: -we are in the wrong boat- then  the pirates left the boat - its been suggested that they were looking for refined oil -. Port maritime authority notified. No injury to crew nor any damage to vessel.","GAB","266","RENOVATION","Landing Craft","Gabão","Navegar","13","Águas Internacionais","ROUBO","20","UNK","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"#VALUE!","2013","7/15/2013","4:52","Noturno ","-0.4415","8.8575","Gabão","Pirates boarded and hijacked a tanker underway. At around 5:45am  a Maltese-flagged tanker named MT COTTON with 24 Indians crew members on board was taken hostage by 20 Nigerians pirates. The tanker was filled up with petroleum residue couple days before by SOGARA ship and was waiting for the next tour of refilling when Nigerians pirates hijacked it. The pirates used a speedboat equipped with two engines of 250 HP to operate. Once on board the pirates deactivated the tanker navigation system such as the tag boat GPS telephone and radio communication. Fortunately the captain of the tanker was able to send couple of messages out before the pirates got on board. The tankers tag boat was found activated in the ocean. No tanker and no pirates were found when Gabon Law Enforcement arrived in the area. According to a message received by Gabonese authorities the COTTON Tanker is localized somewhere in Nigeria. Pirates have freed the oil product tanker Cotton and all 24 Indian crew members on 22 July 2013 off Nigeria. All crew safe. The information is from the vessels operator. Director general of shipping, Mumbai, Gautam Chatterjee said MT Cotton was released at 8.20pm IST. All the crew members aboard were reported safe; no one was in need of immediate medical assistance, Chatterjee said. Pirates looted all personal effects of the crew, including valuables, clothes and footwear, and all the provisions, medicines and cash on the vessel. The pirates also stole 3,100 MT of the about 10,000 MT cargo. TOI asked if any ransom was paid to secure the release, an official from the DGS Mumbai office said he did not have any more information at this point of time and added that the regulator is in touch with the ships owner. All authorities in the region were informed and kept updated of the incident by the IMB PRC. The vessel was released on 22 July 2013 off Nigeria. All crew safe.","GAB","266","COTTON","Tanker","Malta","Navegar","16","Águas Internacionais","HIJACK/ROUBO","6","Machine Gun","1","1","24","0","0","0","0","0","0","0","0","0","0","0","0","1","1","Assaltantes eram todos Nigerianos","","","","","","","","","","",""
"#VALUE!","2019","12/21/2019","22:30","Noturno","0.325","9.395","Gabão","Around six armed persons in a skiff came
alongside an anchored ship and attempted to hook
on a ladder to board the vessel. The persons
threatened the crew with their weapons. Alarm
raised and port authorities notified. Seeing the
alerted crew, the armed persons aborted the
attempted boarding. Vessel and crew are safe","GAB","266","AFRICAN KALMIA","Bulk Carrier","Libéria","Fundeado","2","Área Portuária","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"#VALUE!","2020","5/3/2020","3:00","Noturno","0.50833333333333","9.1035","Gabão","UNKnown persons attack the fishing vessel. Three crews were reported kidnapped. The incident was reported to the Gabon Authorities who then escorted the remaining crew back to a safe port.","GAB","266","AMERGER VII","Fishing Vessel","Gabão","Navegar","22","Águas Internacionais","RAPTO","","UNK","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","",""
"#VALUE!","2021","2/8/2021","4:44","Noturno","-0.99666666666667","7.5383333333333","Gabão","Crew onboard a drifting tanker noticed a mother vessel launching a skiff with four persons, which approached at high speed. Master raised the alarm, increased speed, took evasive manoeuvres and non-essential crew mustered in the citadel. The skiff managed to come alongside the vessel","GAB","266","Seaking","Oil Tanker","Bahamas","Navegar","75","Águas Internacionais","NCONSEGUIDO","-","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","","","","","","","","","","","",""
"#VALUE!","2021","2/8/2021","6:20","Noturno","-0.85716666666667","7.3366666666667","Gabão","A fishing vessel with fourteen crew onboard was boarded and hijacked by pirates. The IMB Piracy Reporting Centre liaised with regional authorities and international warship in the region. The hijacked fishing vessel was later intercepted by Gabon Authorities on the 12 February 2021. Nine crew members were reported kidnapped earlier and the remaining five crew members sailed the vessel to Gabon waters. Gabon Authorities are investigating.","GAB","266","Name Witheld","Fishing Vessel","China","Navegar","83","Águas Internacionais","HIJACKED","-","UNK","1","1","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","","","","","","","","","","","",""
"1","2008","1/8/2008","0:55","Noturno ","5.621","0.019","Gana","Three robbers armed with knives boarded the ship via forecastle. Duty A/B spotted the robbers who tried to catch him. Luckily, the A/B managed to escape. D/O raised the alarm, crew mustered and searched the area. It was observed that the robbers had unscrewed all the butterfly nuts of the forecastle hatch. However, as the hatch was locked from inside, the robbers could not enter the store. Nothing was stolen. Port Control informed - Raised alarm and mustered crew. Incident reported to Port Control and MRCC Tema, Ghana","GHA","288","RISANGER","Chemical Tanker","Noruega","Fundeado","0.1","Área Portuária","NCONSEGUIDO","3","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"2","2008","6/5/2008","3:15","Noturno ","4.5906666666667","-1.5056666666667","Gana","Two robbers in a canoe approached the ship at anchor. One robber attempted to board the ship with a long pole attached with a hook. As the robber reached the main deck level, the duty AB hit him and he fell overboard. Port control responded after nearly two hours, but did not carry out an investigation.","GHA","288","NOVA FRIESIA","Bulk Carrier","Libéria","Fundeado","25","Águas Internacionais","NCONSEGUIDO","2","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","O assaltante foi agredido por um membro do navio e caiu ao mar","","","","","","","","","","",""
"3","2008","6/28/2008","21:45","Noturno ","4.5906666666667","-1.5056666666667","Gana","One robber, armed with a long knife, attempted to climb onboard the ship at anchor via the anchor chain. Alert duty watchman saw the robber and informed the duty officer who raised the alarm. On hearing the alarm, the robber jumped into the sea and escaped with two other accomplices waiting in a boat - Alarm raised and crew mustered. Incident reported, PRC relayed message to MRCC and Marine Police","GHA","288","YASA H MEHMET","Bulk Carrier","Turquia","Fundeado","25","Águas Internacionais","NCONSEGUIDO","3","Knives","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"4","2008","9/23/2008","1:30","Noturno ","5.55","0.0015","Gana"," Robbers boarded the ship at anchor. They took hostage one crew member and stole ship's stores. Robbers fled when Master alerted the authorities. Robbers took hostage one crew member and stole ship's stores. Incident reported to Port Control.","GHA","288","CMA CGM COMOE","Cargo Ship","Libéria","Fundeado","4","Mar Territorial","ROUBO","6","UNK","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"5","2008","11/20/2008","2:00","Noturno ","5.575","0.058333333333333","Gana","Eight robbers armed with long knives boarded the ship at anchor via the anchor chain. They tied up 2 duty crew and robbed them. They then stole ships equipment and stores. The duty officer from the bridge called the duty crew several times via VHF radio. On hearing the call, the robbers jumped overboard and escaped in a waiting boat. Robbers tied up 2 duty crew and robbed them. They then stole ships equipment and stores. Alarm raised. Incident reported to Tema Port Control and PRC relayed message to RCC Ghana. Port Control sent a patrol boat for investigation.","GHA","288","NORTHERN JOY","Cargo Ship","Alemanha","Fundeado","5","Mar Territorial","ROUBO","8","Long Knives","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"6","2008","12/2/2008","2:30","Noturno ","5.621","0.019","Gana","Four robbers boarded the ship at anchor. They stole ships stores and escaped when noticed. No injuries to crew. Robbers stole ships stores. Raised alarm and crew mustered. Incident reported, PRC relayed message to Ghana High Commission, United Kingdom.","GHA","288","AFRODITE","Tanker","Bahamas","Fundeado","0.1","Área Portuária","ROUBO","4","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"7","2009","1/15/2009","1:45","Noturno ","6.09","0.26333333333333","Gana","Four robbers in a motor boat attempted to board the ship at anchor. Duty officer raised alarm and crew activated fire hoses. Upon seeing crew alertness the robbers aborted the attempt. Master heaved up anchor and proceeded to open sea for drifting - Raised alarm and crew activated fire hoses. Incident reported to Port Control, PRC relayed message to Honorary Consulate of Togo.","GHA","288","LAKE ARU","Bulk Carrier","Panamá","Fundeado","0.1","Área Portuária","NCONSEGUIDO","4","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","O mestre do navio conseguiu recolher o ferro, e fugir para alto mar","","","","","","","","","","",""
"8","2009","1/19/2009","23:00","Noturno ","5.575","0.058333333333333","Gana","Robbers boarded the ship at anchor. They broke open a container and escaped with its contents and other ships stores. Ships store were stolen, implemented enhanced security measures. Incident reported, PRC relayed message to Ghana High Commission, London.","GHA","288","MOL SPLENDOR","Cargo Ship","Alemanha","Fundeado","5","Mar Territorial","ROUBO","6","Machine Gun","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"9","2009","12/15/2009","0:01","Noturno ","5.6466666666667","0.048333333333333","Gana","Ten robbers armed with machetes boarded the ship at anchor via the anchor chain. They held three duty crew, threatened them with the machetes at their throats and tied them up to bollards. The robbers stole ships property and stores and escaped. Crewmembers were threatened and tied up. Ships property and stores stolen. Incident reported to Port control.","GHA","288","CONNORTH","Cargo Ship","Antigua&Barbuda","Fundeado","0.5","Mar Territorial","ROUBO","10","Knives","0","0","0","1","3","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"10","2011","5/6/2011","3:45","Noturno ","4.9033333333333","-1.7233333333333","Gana","Around seven robbers armed with knives in three fishing boats came close to the vessel at  anchor. Two robbers managed board steal properties during the watch change over. Port authority informed. All crew are safe.","GHA","288","Endeavour","Support Vessel","Vanuatu","Fundeado","0.6","Área Portuária","ROUBO","7","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"11","2011","5/12/2011","1:35","Noturno ","4.9183333333333","-1.7016666666667","Gana","Two robbers armed with machetes boarded the tug at anchor. They took hostage the duty crew and  demanded the crew to the paint locker, unlocked it and went inside and handed over few tins of paint to the robbers. When  the robbers took the stores to their canoe, the duty crew shut the paint locker door from inside and activated the fire  detector alarm. The robbers tried to open the door but were unsuccessful and left the vessel. OOW noticed the fire alarm and alerted the crewmembers. All crew mustered and rescued the duty crew from the paint locker.","GHA","288","Highland Endurance","Tug","Reino Unido","Fundeado","1","Área Portuária","ROUBO","2","Knives","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","1","0","","","","","","","","","","","",""
"12","2011","10/26/2011","7:50","Diurno","4.26","1.4266666666667","Gana","A refrigerated cargo ship drifting noticed on radar an approaching small boat. As the boat closed towards  the ship no change in course or speed was observed. Seeing this Master raised alarm, started main engine, increased speed  and commenced evasive manoeuvres. The boat followed the ship for a while before reducing speed and moving away.","GHA","288","Nova Friesia","Cargo Ship","Libéria","Navegar","110","Águas Internacionais","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","","","","","","","","","","","",""
"13","2012","2/9/2012","3:00","Noturno ","4.9168333333333","-1.706","Gana","Four robbers armed with long knives boarded an offshore supply ship. Robbers stole ships stores. Robbers threatened duty watchmen with long knives and escaped in a canoe. All crew safe and no casualties.","GHA","288","Hellespont Drive","Supply Ship","Libéria","Fundeado","1.25","Área Portuária","ROUBO","4","Knives","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","","","","","","","","","","","",""
"14","2012","3/4/2012","20:30","Noturno ","4.9","-1.7083333333333","Gana","Duty deck crew onboard an anchored offshore supply ship was attacked and injured by a robber armed with a knife. The alarm was raised and crew mustered. Seeing crew alertness the robber escaped empty handed. Injured crew was given first aid. Coast guard and port authorities informed","GHA","288","Geo Endeavour","Supply Ship","Panamá","Fundeado","2","Área Portuária","NCONSEGUIDO","1","Knives","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"15","2012","4/4/2012","2:30","Noturno ","6","1.25","Gana","Ten robbers in a boat came alongside and attempted to board an anchored tanker. Alert duty officer raised alarm and informed Togo navy and directed the search light towards the boat resulting in the boat moving towards another vessel in the anchorage. Later another boat with six robbers approached the tanker at high speed. Alarm raised and crew  alerted. Seeing crew alertness and the razor wire rigged the robbers moved away. The Master heaved up anchor and proceeded to a safe distance","GHA","288","Atlantic Olive","Tanker","China","Fundeado","10","Mar Territorial","NCONSEGUIDO","10","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"16","2012","4/12/2012","0:25","Noturno ","5.975","1.28","Gana","Two robbers armed with machine guns boarded an anchored tanker and entered into  the engine room and accommodation. Alert crew raised the alarm and all crew retreated into the citadel. Attempts to contact the authorities failed but the sister ship of the tanker in the vicinity relayed the message to the Togo navy. The robbers stole crew personal belongings and cash before escaping. A naval team boarded the tanker for investigation. No injuries to crew","GHA","288","SCF Provider","Tanker","Libéria","Fundeado","12","Mar Territorial","ROUBO","2","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","1","0","","","","","","","","","","","",""
"17","2012","4/26/2012","1:30","Noturno ","6.0333333333333","1.25","Gana","Two boats with eight men in each approached an anchored tanker one from the forward and the other from aft. Alert crew spotted the boat raised the alarm and spotlights were directed towards the boats. Master informed Togo Navy and the crew were able to deter the robbers. The boats were seen to move away. Later the crew once again noticed the boats approaching but they were able to deter the attempted attack","GHA","288","Atlantic Gemini","Chemical Tanker","China","Fundeado","5","Mar Territorial","NCONSEGUIDO","16","Machine Gun","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"18","2012","7/27/2012","0:30","Noturno ","6","1.2833333333333","Gana","Robbers in three boats approached and attempted to board an anchored tanker. Master raised alarm and crew activated fire hoses towards the boats. The robbers used rain coats and continued their attempt. Master heaved up anchor and proceed further away from the location. Togo Navy informed","GHA","288","Blue Sky 1","Tanker","IlhasMarshall","Fundeado","8","Mar Territorial","NCONSEGUIDO","6","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"19","2012","8/18/2012","23:10","Noturno ","5.8333333333333","1.2333333333333","Gana","Around 16 pirates armed with machine guns boarded the tanker drifting in the anchorage area. The pirates hijacked the tanker and sailed her to an UNKnown location. They damaged ships communication equipment, the speed boats, rescue boat engines and the ships loading computer. The ships funnel was repainted; name changed and IMO number removed. The pirates stole part cargo by transferring into another pirate vessel. During the operation the tankers hull was damaged and prior to departing the pirates stole crew cash and personal belongings along with hand held radios, printers, scanners, anti piracy and safety equipment. No injuries to crew. The tanker was released on 23.08.2012.","GHA","288","Anuket Emerald","Tanker","Panamá","Navegar","17","Águas Internacionais","HIJACK/ROUBO","16","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"20","2012","8/28/2012","3:00","Noturno ","7","1.2666666666667","Gana","Armed pirates boarded and hijacked an anchored tanker. The Togo Navy received a distress call and dispatched a patrol boat which intercepted the tanker which was already underway. Orders to stop the tanker were ignored and the pirates opened fire at the patrol boat. The patrol boat returned fire. The tanker proceeded into neighbouring  countrys waters and escaped. The IMB Piracy Reporting Centre informed all authorities in the region and broadcast a  warning to ships in the area to look out for  the tanker and report any sightings. A search by air and sea was carried out. On 30.08.2012 the pirates released the tanker. The crew and tanker are safe and proceeded to a safe port","GHA","288","Energy Centurion","Tanker","Ilha de Man","Fundeado","11.5","Mar Territorial","HIJACK/ROUBO","6","Machine Gun","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","1","","","","","","","","","","","",""
"21","2012","10/4/2012","20:30","Noturno ","4.8133333333333","1.4183333333333","Gana","Around 10 to 12 pirates armed with guns boarded the tanker Wappen von Hamburg drifting in the STS area. The pirates hijacked the tanker and mustered all crew on the bridge while waiting for a bUNKer barge to steal ships cargo. When the bUNKer barge arrived the ships crew were forced to prepare the fenders for the vessel to come alongside. After stealing the cargo the pirates locked the crew in the Masters cabin damaged some of the navigational equipment stole ships cash  crew personal belongings provisions bonded store and electronic items and then left the tanker on 05.10.2012 in the early morning hours. All crew are safe apart from some physical injuries.","GHA","288","Wappen von Hamburg","Tanker","Libéria","Navegar","80","Águas Internacionais","HIJACK/ROUBO","12","Machine Gun","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","","","","","","","","","","","",""
"22","2013","7/16/2013","3:30","Noturno ","5.4833333333333","1.6333333333333","Gana","Armed pirates in two speed boats approached boarded and hijacked the Marshall Islands-flagged underway product tanker. They took hostage all crew members, stole their personal belongings and ordered the Master to sail south and then north towards the Togo/Benin border where they disembarked and escaped via a speedboat 12nm from the coastline. The Togo Navy was informed about the hijacking and a patrol boat was dispatched which escorted the tanker to Lome anchorage for investigation. Two crew members were injured during the incident and were transferred to a clinic for medical attention.","GHA","288","Ocean centurion","Tanker","IlhasMarshall","Navegar","46","Águas Internacionais","HIJACK/ROUBO","16","Machine Gun","1","0","0","1","6","1","2","0","0","1","0","1","0","0","0","1","0","","","","","","","","","","","",""
"23","2013","12/31/2013","0:55","Noturno ","4.8833333333333","-1.6833333333333","Gana","Three robbers boarded an anchored general cargo vessel. When spotted by the security watch on deck, the robbers immediately escaped. No items stolen. All crew safe.","GHA","288","UAL HOUSTON","Cargo Ship","Países Baixos","Fundeado","3.5","Mar Territorial","NCONSEGUIDO","3","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
"24","2014","6/4/2014","4:00","Noturno ","4.7833333333333","-0.2","Gana","A Liberia-flagged oil tanker has gone missing off the coast of Ghana and a senior port official told Reuters on Saturday the captain sent a distress call to say the vessel was attacked by pirates. The vessel last made contact with its manager, Fairdeal Group S.A., at 6 p.m. 1800 GMT when it was operating off the coast of Ghana, the company said. The ship failed to make contact the next day. A spokesperson for the company said on Saturday the ship remained missing but gave no further details. A senior official at the port in Tema, east of Ghanas capital, told Reuters: We had a distress call from the master of the ship yesterday Friday saying he was 36 nautical miles away from our waters after he was hijacked and looted in Togolese waters early Wednesday. A spokesman for Ghanas armed forces said the Navy was on the lookout for the vessel. Supplement by IMB: Pirates hijacked a drifting product tanker. They stole the cargo and crew’s properties and released the vessel after a week. The vessel and crew are safe","GHA","288","Fair Artemis","Tanker","Libéria","Navegar","45","Águas Internacionais","HIJACK/ROUBO","6","UNK","1","0","0","1","6","0","0","0","0","1","0","1","0","0","0","1","1","","","","","","","","","","","",""
"25","2014","7/25/2014","23:40","Noturno ","5.0016666666667","0.82","Gana","10 pirates armed with guns in a wooden boat approached, boarded and hijacked a bUNKer barge during bUNKering operations and took all its 21 crew members hostage and sailed to an UNKnown location. The mother vessel being bUNKered reported the incident to the IMB Piracy Reporting Centre, which immediately notified the regional authorities and broadcast an alert to all ships to lookout for the hijacked tanker. The Owners were unable to communicate or track the vessel until August 3rd when the Owners confirmed that the pirates had released their tanker after stealing part cargo around 60nm east of Lagos. All crew members were reported safe. It was reported that the pirates had stolen part of the cargo by transferring it to pirate vessels","GHA","288","Hai Soon 6","Tanker","Quiribati","Navegar","55","Águas Internacionais","HIJACK/ROUBO","10","Machine Gun","1","0","0","1","21","0","0","0","0","1","0","1","0","0","0","1","0","","","","","","","","","","","",""
"26","2014","8/20/2014","2:55","Noturno ","4.9","-1.7166666666667","Gana","Three robbers in a canoe approached and boarded an anchored offshore tug. Duty A/B on routine rounds noticed the robbers attempting to steal the outboard engine of the vessel’s rescue boat. He immediately informed bridge who raised the alarm and mustered the crew. Upon hearing the alarm and seeing the crew alertness, the robbers escaped empty-handed. Incident reported to Port Control and a Marine Police patrol boat came for investigation.","GHA","288","BLIZZARD","Tug","Países Baixos","Fundeado","1","Área Portuária","NCONSEGUIDO","3","UNK","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","","","","","","","","","","","",""
